question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,total_cost,gross_profit,gross_profit_pct
Will the Republicans win the 2028 US Presidential Election?,67109747366255871599717338045111308888043498275177238365560740200996017915657,103845791232328975452762372781150730610824357544180691092497335946993481308222,0.34,0.35,0.65,0.66,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the 2028 US Presidential Election?,49084048476353771153083262278964615095037480324537117350127265918750912547378,1376044590327709616459174469529480611299625159235587466149878628404281805565,0.64,0.66,0.34,0.36,1.02,-0.020000000000000018,-1.960784313725492
Will Trump pardon Ghislaine Maxwell by end of 2026?,703229116919803457142440034780425874346022451261358752931225117413237404457,71144742975537017512904527392353107518472601816123355990566837993879064231255,0.04,0.05,0.95,0.96,1.01,-0.010000000000000009,-0.990099009900991
Will China invade Taiwan by end of 2026?,94559586571241563470235664821564670251180951772614764383113614156422396181162,90772332434487149264114862115632028379978765245278600275169585501290867536237,0.042,0.043,0.957,0.958,1.001,-0.0009999999999998899,-0.09990009990008891
Netanyahu out by end of 2026?,114694726451307654528948558967898493662917070661203465131156925998487819889437,66255671088804707681511323064315150986307471908131081808279119719218775249892,0.5,0.51,0.49,0.5,1.01,-0.010000000000000009,-0.990099009900991
Zelenskyy out as Ukraine president by end of 2026?,108187737663325442737199857734058032845728149267925579081973309839049299838520,12238337804021350373072513606997115174826680613156170611182546081135779794915,0.06,0.07,0.93,0.94,1.01,-0.010000000000000009,-0.990099009900991
"Erdoğan out by December 31, 2026?",60482166031720291380868655057144166386114272673178755337360544583400474201659,36584990740430575779853916178487409250519468755041580140068769472851047579138,0.04,0.05,0.95,0.96,1.01,-0.010000000000000009,-0.990099009900991
"Will Trump be impeached by December 31, 2026?",22094182676612877581056034720566110371610082057092726094559729674155018648896,78473141615408645278260621827323903204731180016962666262959632385172645644801,0.017,0.02,0.98,0.983,1.003,-0.0029999999999998916,-0.2991026919242165
"Will Trump resign by December 31, 2026?",82496570332984679554195177789706736795170417640692739176832196524671988217379,74453252193148717007972627387565739933229360141591660605434616142548704822067,0.034,0.035,0.965,0.966,1.001,-0.0009999999999998899,-0.09990009990008891
"Will Bitcoin hit $150k by December 31, 2026?",93694900555669388759405753550770573998169287228984912881955464376232163096213,55119388124180116303253993098894090042427725500010038140578121972388485050538,0.016,0.019,0.981,0.984,1.003,-0.0029999999999998916,-0.2991026919242165
Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,7096166888327966243811396544854606771946352128513885963401994819079689910004,46602177860594371790368647304895927569955807454104515886440302763404709997663,0.18,0.19,0.81,0.82,1.01,-0.010000000000000009,-0.990099009900991
Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,82924591030419390649945107956366329459342453014204495918712243498287775914589,71441578579527723840294651825922843760099816515895816768244443656762671705984,0.003,0.01,0.99,0.997,1.007,-0.006999999999999895,-0.6951340615690065
Will Bernie endorse Dan Osborn for NE-Sen by Nov 2 2026 ET?,33970361138937631470073795943535268274491124306414028184433322285876577197264,35550596867096521286165757446115907904445976556149099084145068631619558471580,0.036,0.172,0.828,0.964,1.136,-0.1359999999999999,-11.971830985915485
Will Bernie endorse Antonio Delgado for NY-Gov by Nov 2 2026 ET?,78994096084018614649961134380557835172033452849084058029827070275341232468538,7991394167051968868909602741314717554176011521887291024708013271989359914446,0.009,0.012,0.988,0.991,1.003,-0.0029999999999998916,-0.2991026919242165
Will Bernie endorse Alan Grayson for FL-Sen Nov 2 2026 ET?,16165180365166795101253476583424570293978512340466383667319830236646927210547,112446903583649148167333279483828369419343731760320334360041568261153462186025,0.017,0.045,0.955,0.983,1.028,-0.028000000000000025,-2.7237354085603136
Will Bernie endorse Zach Wahls for IA-Sen Nov 2 2026 ET?,107080387770503661967711176882937155612989847930086034775329452354985736188978,77926450642005422206852511744605184574938173326553232191654522397724926169595,0.008,0.037,0.963,0.992,1.029,-0.028999999999999915,-2.818270165208933
Will Trump endorse John Cornyn for TX-Sen by Nov 2 2026 ET?,11046262311494533237971148351329185314005627894869626528589068956894902481233,109174961673759237090251150164977878122667077529594097403713839280719428670272,0.014,0.023,0.977,0.986,1.009,-0.008999999999999897,-0.8919722497522199
Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election?,30630994248667897740988010928640156931882346081873066002335460180076741328029,79191939610100241429039499950443680906623179487184628479206155805558220344190,0.41,0.42,0.58,0.59,1.01,-0.010000000000000009,-0.990099009900991
Will Jair Bolsonaro win the 2026 Brazilian presidential election?,66991175107696133528353695394151645462081911990365106169948013117379189357520,106199154714545451005463800266480893448383896699905306895283360115694583822185,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Renan Santos win the 2026 Brazilian presidential election?,93998891488819623915454849994768171534113749478841216025646247933473925258016,7565921021555775006041943394390068423142281108752994121417017072842379450830,0.008,0.009,0.991,0.992,1.001,-0.0009999999999998899,-0.09990009990008891
Will Flávio Bolsonaro win the 2026 Brazilian presidential election?,109876868437950584369987384406356259939519193117253465815665152916226511121427,38310927461258927563020508025396887688249787380193911540547071417200646834355,0.578,0.579,0.421,0.422,1.001,-0.0009999999999998899,-0.09990009990008891
Will Romeu Zema win the 2026 Brazilian presidential election?,44340846524235712899508083510503343345123518718867913608211694999290628967401,38633448065261608755072088507033278254893488240734399014852176650195563610767,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Augusto Cury win the 2026 Brazilian presidential election?,61078489744701316174218443335134825688547680779921710765642429680039972907213,55702511089357054967370685294383563985787421290055635794639010983168945589146,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will any presidential candidate win outright in the first round of the Brazil election?,29464249359795764732112771440808805030560641430581197204785405866716242261762,45822599979868501396582860994506290061594012396386219725082308923565779306211,0.075,0.085,0.915,0.925,1.01,-0.010000000000000009,-0.990099009900991
Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,46016408901619903295207375832539898750164493226855442884509133805980187874445,104364047276779956150815000750759444324012427302824233404469499322904769447374,0.005,0.008,0.992,0.995,1.003,-0.0029999999999998916,-0.2991026919242165
Will Luiz Inácio Lula da Silva qualify for Brazil's presidential runoff?,89033597404049535329336367676897002196779443515433514040396661411543836790585,111699204507563543490907649828278526762321026750976872427871357593788391327392,0.961,0.962,0.038,0.039,1.001,-0.0009999999999998899,-0.09990009990008891
Will Jair Bolsonaro qualify for Brazil's presidential runoff?,101134393049836906975947597080054507181574464067370130043922902048539166993235,36735483826570976187620023335662873012869089000041058674757539485254698650842,0.003,0.007,0.993,0.997,1.004,-0.0040000000000000036,-0.39840637450199234
Will Fernando Haddad qualify for Brazil's presidential runoff?,94836043839323722879469870987760750290024098891115577626325361529691242606761,25389055899102172935354466055454965931540722370421306725201557275070263171,0.002,0.007,0.993,0.998,1.005,-0.004999999999999893,-0.4975124378109347
Will Michelle Bolsonaro qualify for Brazil's presidential runoff?,49058413537469145808340126520652205803369994566298859701509185048060495231532,64140630690092928466941220518204962244509277709814669075463957847277715979794,0.004,0.009,0.991,0.996,1.005,-0.004999999999999893,-0.4975124378109347
Will OpenAI’s market cap be less than $500B at market close on IPO day?,6122912536415539457721068960901205060237919057489564846781206253065694717085,48451126471681390564675828610810240762308720916091458567360242927144088567337,0.006,0.01,0.99,0.994,1.004,-0.0040000000000000036,-0.39840637450199234
Will OpenAI’s market cap be between $500B and $750B at market close on IPO day?,36088399593046466421453063228085042771351246231742717370399696243183381174466,11947171408899503371980811142475369274013053223377767646204433492871687017998,0.002,0.005,0.995,0.998,1.003,-0.0029999999999998916,-0.2991026919242165
Will OpenAI’s market cap be between $750B and $1T at market close on IPO day?,86904220753614324927759730619985568200215013704321476651673438801320577270597,74987521271361072746264224488245891269775371028979674431826416209897741154003,0.003,0.008,0.992,0.997,1.005,-0.004999999999999893,-0.4975124378109347
Will OpenAI’s market cap be between $1T and $1.25T at market close on IPO day?,88770632741686298370270294037614812817595949782311984579833554458717957886356,18399565751068676179945656979762090460558422925963909399757895217338947077684,0.003,0.005,0.995,0.997,1.002,-0.0020000000000000018,-0.19960079840319378
Will OpenAI’s market cap be between $1.25T and $1.5T at market close on IPO day?,19470872781622450446330627562106312915240544924539183504885686468325701819521,19224712151342060925250675326667957156597084749312967133447388236247487979547,0.004,0.009,0.991,0.996,1.005,-0.004999999999999893,-0.4975124378109347
Will OpenAI’s market cap be $1.5T or greater at market close on IPO day?,42493289531592820306292191064557160874552640520793925047778017979799601355649,57920006811393570084962107679227395634282382525602277724728836928684998641754,0.008,0.014,0.986,0.992,1.006,-0.006000000000000005,-0.5964214711729627
"Will OpenAI not IPO by December 31, 2026?",56615676606297588259337956203332341775475048285080710344367729433788967812170,8070607953656787024050950499598687532281829563384949938603247089607814583142,0.964,0.965,0.035,0.036,1.001,-0.0009999999999998899,-0.09990009990008891
Will Kylian Mbappé win the 2026 Ballon d'Or?,95640549996905293510297955529586737178285694064878854803914367446504739764113,43681720319477188597878188429504394796986333625436226983885469009299707562545,0.074,0.075,0.925,0.926,1.0010000000000001,-0.001000000000000112,-0.09990009990011106
Will Erling Haaland win the 2026 Ballon d'Or?,28452090262595806306683841543702974671789939255165753137157118490078999198778,41582690056299530319797949041927935989019869883198101581541874744777936907826,0.002,0.003,0.997,0.998,1.001,-0.0009999999999998899,-0.09990009990008891
Will Ousmane Dembélé win the 2026 Ballon d'Or?,98995454929502090253677005499136815786618457974539379472945759013797338791883,109359154677724641879093510140547924238031773808324195577981722875545957189531,0.008,0.009,0.991,0.992,1.001,-0.0009999999999998899,-0.09990009990008891
Will Lamine Yamal win the 2026 Ballon d'Or?,10466835326554416965099784068156829774726248334728156046559014834812912458273,115364229170068359509280114761107502298430910856477421813089992309112580316620,0.219,0.226,0.774,0.781,1.0070000000000001,-0.007000000000000117,-0.6951340615690285
Will Harry Kane win the 2026 Ballon d'Or?,72710166409980712002774407052535905861151156175854323762835102340552522606004,77740376296468109233042620775325425521895874827413068707200627224591548200577,0.556,0.559,0.441,0.444,1.0030000000000001,-0.0030000000000001137,-0.2991026919242386
Will Michael Olise win the 2026 Ballon d'Or?,80760484659859004057151567591793221748584787651268092387414945323344021679571,69678850546990572440054007923329224352229570065558002681422037690918638911920,0.003,0.004,0.996,0.997,1.001,-0.0009999999999998899,-0.09990009990008891
Will Khvicha Kvaratskhelia win the 2026 Ballon d'Or?,12622519606415978744877534783705265610788882249231449850262189360805525437274,36288700594382425961479916608903536580786689753480114686207439400130634390018,0.018,0.019,0.981,0.982,1.001,-0.0009999999999998899,-0.09990009990008891
Will Lionel Messi win the 2026 Ballon d'Or?,14940935985254400645996902276818598247231942791302218826999289776538227075176,107516035603650985174253368241692944789056496652916551006453839235487841190002,0.042,0.048,0.952,0.958,1.006,-0.006000000000000005,-0.5964214711729627
Will Rodri win the 2026 Ballon d'Or?,78803948342995070838836736012795017072053448960983345349841661545681081452350,9168297785662696773016718610761665603800700668560812756827962314315323235689,0.04,0.05,0.95,0.96,1.01,-0.010000000000000009,-0.990099009900991
Will Fabian Ruiz win the 2026 Ballon d'Or?,108195640564166028303797840625325548216682391635068759939973120172828369844863,56380980982965039852901882866035095821176660818641430451942857804727544100425,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998899,-0.09990009990008891
US recession by end of 2026?,100379208559626151022751801118534484742123694725746262280150222742563282755057,113732820231608904682346496304917888352004831436510840986547065248348999143469,0.07,0.08,0.92,0.93,1.01,-0.010000000000000009,-0.990099009900991
Will no Fed rate cuts happen in 2026?,12403602920039269077597917340921667997547115084613238528792639013246536343316,21294592205022969346730955103773391901993330222644504059576935265667917187903,0.956,0.957,0.043,0.044,1.001,-0.0009999999999998899,-0.09990009990008891
Will 1 Fed rate cut happen in 2026?,113379839734351069617987084078322474966003108854908079701423911002443710490196,48058805012599375970268777474956242772204241523361869981040579395242001094965,0.014,0.017,0.983,0.986,1.003,-0.0029999999999998916,-0.2991026919242165
Will 2 Fed rate cuts happen in 2026?,72535544017897924722695722172278828562733090748474862987195303914909938482758,81407142104509110921187520775072626840789848613047331773172953370174825669358,0.003,0.005,0.995,0.997,1.002,-0.0020000000000000018,-0.19960079840319378
Will 3 Fed rate cuts happen in 2026?,95835705062472305459663741402900736177330733688944910993896545106260819635212,52125994957619926233854688437715340370114575617673092175221127058976458963420,0.003,0.005,0.995,0.997,1.002,-0.0020000000000000018,-0.19960079840319378
Will 4 Fed rate cuts happen in 2026?,73197441127256680134600821323583356037261213281680365433623681075249556019477,71677612305244936641085500097737038199081845621961106192204236262687669821119,0.002,0.003,0.997,0.998,1.001,-0.0009999999999998899,-0.09990009990008891
Will 5 Fed rate cuts happen in 2026?,29213252446661789250484965446100709214117256176608501943249094649759520097655,39766939694460004925290266709531635660902081793543974711598767930913394552857,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Opensea FDV above $500M one day after launch?,42645635688384173938505005153732536262139883933750646945028210271328873690888,91676177432668319691663213694187810112009835951397620031461215327421238319426,0.15,0.168,0.832,0.85,1.018,-0.018000000000000016,-1.7681728880157188
Opensea FDV above $1B one day after launch?,55736535775539231856682158017890031261644294952589300517957218393676136917293,71718402031669298364238907670733752499185585238670546354636156779359681992646,0.13,0.14,0.86,0.87,1.01,-0.010000000000000009,-0.990099009900991
Opensea FDV above $3B one day after launch?,10354824396290237452261900772542438328647475212250295212595180489652143431127,83261092708741880503037907376981005952477099100574431635229306895516342056435,0.05,0.056,0.944,0.95,1.006,-0.006000000000000005,-0.5964214711729627
"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",49913535691357405888189005795777119729203074497784553050607906527813175648482,107283612200874762627410448315233948227070614640181631187039818267842487558132,0.788,0.9,0.1,0.212,1.112,-0.1120000000000001,-10.071942446043174
Opensea FDV above $5B one day after launch?,48038385638420877977396364502718350116889021443391903481044114768441218972760,7742946842895540103245705204391121242771062476077199058127347573343705347619,0.039,0.048,0.952,0.961,1.009,-0.008999999999999897,-0.8919722497522199
"Will Hyperliquid perform an airdrop by December 31, 2026? ",101513571766435454355723114188696307527864518980689079866102837918467349506537,85487630954297906857427842745787851948079273488527800245673979479655643658539,0.11,0.12,0.88,0.89,1.01,-0.010000000000000009,-0.990099009900991
Will Steve Hilton win the California Governor Election in 2026?,82742036522262670996662794097029680950132682539859985097974842241612036171395,63644763464034691367428527733393916036342796100129702980469514153898496549749,0.054,0.055,0.945,0.946,1.001,-0.0009999999999998899,-0.09990009990008891
Will Xavier Becerra win the California Governor Election in 2026?,60977129292396881848833910361112107174416489010090570432106122538120602786646,42544248033910169115455586624331983477679665735561815306855702312176773945155,0.943,0.945,0.055,0.057,1.002,-0.0020000000000000018,-0.19960079840319378
Will Karen Bass win the 2026 Los Angeles mayoral election?,21099887182068653164347641846316470453763034851874063977340528628016776716246,34469274651136131348321516150438492438660307886630693950137200696755429925073,0.62,0.63,0.37,0.38,1.01,-0.010000000000000009,-0.990099009900991
Will Nithya Raman win the 2026 Los Angeles mayoral election?,50292933818751585369672690878774599873941191925538325333138798248932182222864,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.376,0.377,0.623,0.624,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Democrats win the Arizona governor race in 2026?,48368039124533504674394545622809320495392482760644292167644042386014017726777,2523036761393218729489135332182856159698268685360641264822465280431935747282,0.87,0.88,0.12,0.13,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Arizona governor race in 2026?,18859933834391393264997730047904836599784455493762567366530805521273388590339,88124433300559247959309048268928728970816174095213461359357515260826164605193,0.12,0.13,0.87,0.88,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Alabama governor race in 2026?,66799540193763442273153807390120946960260027428359861674134091731050086258652,24047710826989921604302853982918619576361902127755708458471439265448576446915,0.062,0.073,0.927,0.938,1.011,-0.010999999999999899,-1.0880316518298616
Will the Republicans win the Alabama governor race in 2026?,109054998942213692077271472955675949350077711784792442998941210738471587356514,21394111175696078564277251080686998161963462347401624447476423901276480986629,0.911,0.92,0.08,0.089,1.0090000000000001,-0.009000000000000119,-0.8919722497522415
Will the Democrats win the Arkansas governor race in 2026?,40899822988489523883534886021948522261134770684960257613447444387617827489093,35030034494631681902294217492110758656618132724500445741909954480811382889848,0.02,0.039,0.961,0.98,1.019,-0.018999999999999906,-1.8645731108930232
Will the Republicans win the Arkansas governor race in 2026?,102338577209265315381870206199608266895858545057511455426333199851251620807909,108244966340188405225591538806662687422650826116902649764794167749158072655084,0.956,0.976,0.024,0.044,1.02,-0.020000000000000018,-1.960784313725492
Will the Democrats win the Colorado governor race in 2026?,13561110222018578357785114619723468880952494576477687978085608584743809891728,23240918648754624979648235652725215687566970949759632721271689666058289934523,0.963,0.975,0.025,0.037,1.012,-0.01200000000000001,-1.1857707509881432
Will the Republicans win the Colorado governor race in 2026?,17546916569546560082654809047780534438941220653259855302022567325162996913878,99678455340473466359487157107548906800078148061788837551165683023089300945639,0.033,0.043,0.957,0.967,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Connecticut governor race in 2026?,94716743709853585469973889676994451123824166409123282527490222914006156870020,79903668476273078904167389486657973102725695126491520283526754047409624544734,0.951,0.969,0.031,0.049,1.018,-0.018000000000000016,-1.7681728880157188
Will the Republicans win the Connecticut governor race in 2026?,28222949582692352334110457056784683609708218641745397767642367585928375878193,3641056676837946671256477781020225557556713248985258428151086443592289606284,0.022,0.033,0.967,0.978,1.011,-0.010999999999999899,-1.0880316518298616
Will the Democrats win the Florida governor race in 2026?,45666577334498374671436529469006420565255125221309505855441517627481607414492,83106526449876874573813297184176954494008138834292248374570211745966785088569,0.2,0.21,0.79,0.8,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Florida governor race in 2026?,107409796822153809778143872196236532785178617102787858261374110829112218839748,47371207337429105795077789605234118169598966393033859219795208509845903311456,0.79,0.8,0.2,0.21,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Georgia governor race in 2026?,59980150909931986777748227027020522224275707387562276219060223816867188565245,29426800815897155175757951733656404312185134543823956306564757069451562558732,0.6,0.61,0.39,0.4,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Georgia governor race in 2026?,17555504943162344098534978138053308162738914357892515623100381936995379845407,53502088681539225888217182746120417070419934602682782293991096287838014660594,0.38,0.4,0.6,0.62,1.02,-0.020000000000000018,-1.960784313725492
Will the Democrats win the Hawaii governor race in 2026?,110136962687751258520353298894226275160632723246908859759371791290370868364654,115156135737411153581543130004616889013481834144163536136083461936312640716888,0.95,0.984,0.016,0.05,1.034,-0.03400000000000003,-3.288201160541589
Will the Republicans win the Hawaii governor race in 2026?,6206829575409742132406519993328718521258147411060807019224318077365646262406,100353087113074450324456811106016314839007387223599641723313349068598740344021,0.009,0.051,0.949,0.991,1.042,-0.04200000000000004,-4.030710172744725
Will the Democrats win the Idaho governor race in 2026?,33422454484664318134839474897555797731651253833609657227452504228201243908837,40571564745590344089989477714526464580243500116795170298523584156719369881208,0.019,0.028,0.972,0.981,1.009,-0.008999999999999897,-0.8919722497522199
Will the Republicans win the Idaho governor race in 2026?,87236158376775117473663657833358313384905412589236150240764095508530872387075,82634422298850840881183023689039409946597074068273164314419715554438926559829,0.978,0.983,0.017,0.022,1.005,-0.004999999999999893,-0.4975124378109347
Will the Democrats win the Illinois governor race in 2026?,23435178151774440115423538812688705649247609803850018642847000556068202005554,77478268313210841142065181291293453793679683521836424926635787111097653950699,0.962,0.979,0.021,0.038,1.017,-0.016999999999999904,-1.671583087512282
Will the Republicans win the Illinois governor race in 2026?,84456939894380206199554748929444222951802944556070526261308395410636849018567,88155146065463355811852801401879409201325988911214097064440702203630027364013,0.004,0.026,0.974,0.996,1.022,-0.02200000000000002,-2.152641878669278
Will the Democrats win the Iowa governor race in 2026?,45621938709469399887344165091123819127263258871102896783851049824656362940868,72286694793480540627539910984935225027717415042902477334885085671426791945028,0.77,0.78,0.22,0.23,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Iowa governor race in 2026?,35744753605838865227961720864928711626409257515092566128191701940968999011763,66995205093020988805717868805435346915682775248431420622150164310292956433386,0.23,0.24,0.76,0.77,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Kansas governor race in 2026?,79484096963248498578517243733071571984223432387663163312687533493173144145268,29394102154625046234624466923627257102948178230785334718764086258965622150946,0.29,0.3,0.7,0.71,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Kansas governor race in 2026?,63693837389044553718411703128182914158332390182546987000527783026710645197027,67083865982621347962588306486968672865410439281803783157758359046366394195666,0.69,0.7,0.3,0.31,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Maine governor race in 2026?,92845243966002494782242842696395378111295494684532387488276103452077216171518,24881767450639056263521368837377769213210166022664275303369919457991423602034,0.953,0.961,0.039,0.047,1.008,-0.008000000000000007,-0.7936507936507943
Will the Republicans win the Maine governor race in 2026?,77900872247159891045693614974240851672235710405168744753050508553885061962390,39427014826257060612750295323428415519029045306172068408478691177307792399817,0.023,0.052,0.948,0.977,1.029,-0.028999999999999915,-2.818270165208933
Will the Democrats win the Maryland governor race in 2026?,21509039698927424303190259436702262868147960450053769072201076877922760800234,61059317298180515598301968520737758441265273977469929832715117586893344185237,0.959,0.963,0.037,0.041,1.004,-0.0040000000000000036,-0.39840637450199234
Will the Republicans win the Maryland governor race in 2026?,99454680080858182975916786322594927636228275589135289499749895045005789315019,56155921462165675245063764296994337178368244177849069777989554232578924728272,0.011,0.043,0.957,0.989,1.032,-0.03200000000000003,-3.1007751937984525
Will the Democrats win the Massachusetts governor race in 2026?,86599393407315290835574565918707146460542680358932655202787183319230565551172,1074379534528472094299733191236211201333766587219308586291620262007935366404,0.949,0.963,0.037,0.051,1.014,-0.014000000000000012,-1.3806706114398433
Will the Republicans win the Massachusetts governor race in 2026?,60883119277247470994582429550632811829505423471772740208057726618094988141160,10611280019407480266757525986655762365905028957860028005381241543984362875196,0.038,0.048,0.952,0.962,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Michigan governor race in 2026?,63517706574758177502492185078056756527324898714284142778693046697324148388357,24313213949676763118562588141459255175279390673486982872182407528149814471441,0.91,0.93,0.07,0.09,1.02,-0.020000000000000018,-1.960784313725492
Will the Republicans win the Michigan governor race in 2026?,3091929947863726371877226324959784580013579280794631063604653957812689085396,113314550423744773607951568238874281430587441567297387737553364413695224215541,0.08,0.09,0.91,0.92,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Minnesota governor race in 2026?,9126148503694470083148381233969293708563386203943196700151133094426622508276,33576178139790676268585487625882069821783219374491053705510339906433025453375,0.94,0.96,0.04,0.06,1.02,-0.020000000000000018,-1.960784313725492
Will the Republicans win the Minnesota governor race in 2026?,52147423614804649302719056405435366546705837330765266472799012257146403501281,109479449074543471145484253502931698015409097892748819311501332215892915223104,0.05,0.055,0.945,0.95,1.005,-0.004999999999999893,-0.4975124378109347
Will the Democrats win the Nebraska governor race in 2026?,3466069051818884243073756614952529401222377791973010490050674378116587529746,92126133761065609991474983465510729635862551955946178295579828633955084637564,0.06,0.07,0.93,0.94,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Nebraska governor race in 2026?,73030731922944118546035998309915164095890033874433358499266850532352206183824,41945421762551165990972642577535418909054419711335780279294726323846688236499,0.93,0.94,0.06,0.07,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Nevada governor race in 2026?,1246864710804983890692377994891598401616546411512113588399830364959833951829,63105785868222491666410116782074992901361520126431203229953017216126863105293,0.45,0.46,0.54,0.55,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Nevada governor race in 2026?,26514162544090965098284473937422427465088569867873952479707540387314217381282,76313209944639250426806286965492886883353059598478633315707597639545615999446,0.53,0.54,0.46,0.47,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the New Hampshire governor race in 2026?,50014042446564445111498439180144732017863294969428914194102372141019045896702,38923169084089463430603971435663780560871986004214398164473514082879434955128,0.092,0.103,0.897,0.908,1.0110000000000001,-0.01100000000000012,-1.0880316518298832
Will the Republicans win the New Hampshire governor race in 2026?,74721757099502856629978429446702729437619614092592091000501653336065671742582,30088412391482363624377816393145245827324760089787001501690465830184683596344,0.9,0.91,0.09,0.1,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the New Mexico governor race in 2026?,17781069937970314001472355582427331102577624490515546410398313363226785264562,36751080180193208611679715282017036514262692646839311614046859811593442232572,0.92,0.93,0.07,0.08,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the New Mexico governor race in 2026?,66486026915087812107390926299428531209332603871609345502520740675575639289776,28560287983606987850204671484619002594173232176549531922535113255113148304679,0.05,0.07,0.93,0.95,1.02,-0.020000000000000018,-1.960784313725492
Will the Democrats win the New York governor race in 2026?,64050273355694113671090110638685043795558853994186493795797238541534244584786,89871775413723061310900874811289289046282365859042241773701889222569854585191,0.93,0.95,0.05,0.07,1.02,-0.020000000000000018,-1.960784313725492
Will the Republicans win the New York governor race in 2026?,108106288970534575307495623455701128869187166289634633189375113923142364674394,32946988346851809083717853909672502303533938428804197173672614672441945179683,0.05,0.06,0.94,0.95,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Ohio governor race in 2026?,63255709540320761353971859526848930870803944190764324681913735372035438815215,16976595754865702888942253430173145813500518669245701188211359895815715104826,0.56,0.57,0.43,0.44,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Ohio governor race in 2026?,3104629708171062356498135654472461762731791851667035051301931240755518332250,104526794566859391085042814952967251260974275524059793655101271789052995794634,0.42,0.43,0.57,0.58,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Oklahoma governor race in 2026?,37700214927702560862325287464231700075479667077774217635210792305464305010407,82608334051864142932873144348121852324089451792525985503537377336006986101897,0.07,0.08,0.92,0.93,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Oklahoma governor race in 2026?,12195532376431728872322429427491005809800415403259444414908025975252692275196,70400850745105924579032258999370614016356127378629300586837478000148390833708,0.9,0.91,0.09,0.1,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Oregon governor race in 2026?,9755787435930070640870536823763281543938387827225853124824813626465365556107,46486910951407358308537327861577419089696653684888928429256333235431031567968,0.86,0.88,0.12,0.14,1.02,-0.020000000000000018,-1.960784313725492
Will the Republicans win the Oregon governor race in 2026?,60638893393471159707288518099941698438888451383700859041754575565737488871199,20648510697913817659399065554892739311338993894582582168950491913704093219808,0.13,0.14,0.86,0.87,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Pennsylvania governor race in 2026?,86158564038726526008163887440654010269502827272776903587995739265573029112945,20918140760474946630045567241666208575510335017424226516022596966030394605413,0.955,0.98,0.02,0.045,1.025,-0.02499999999999991,-2.439024390243894
Will the Republicans win the Pennsylvania governor race in 2026?,5688801435889428424829669547673250506620304454224290559333533905846390372394,21024189438556491499983312864085506291201006475691953166988844977583635820413,0.022,0.03,0.97,0.978,1.008,-0.008000000000000007,-0.7936507936507943
Will the Democrats win the Rhode Island governor race in 2026?,12963869833838696349134591178892586509546549676681530057691780490969939726649,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.952,0.967,0.033,0.048,1.015,-0.014999999999999902,-1.4778325123152616
Will the Republicans win the Rhode Island governor race in 2026?,102532646565376609462398061495436415751549869365588135784659237547896983513156,10715098541516047115241310337325864327460214984462087775958463808642042359347,0.013,0.04,0.96,0.987,1.027,-0.026999999999999913,-2.629016553067178
