question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct
Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,500,fully_filled,15.5,485.42438999999996,500.92438999999996,0.031,0.9708487800000001,-0.9243899999999599,-0.1845368319957349
Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,1000,fully_filled,31.0,971.42439,1002.42439,0.031,0.97142439,-2.4243900000000167,-0.24185265484212895
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,10,fully_filled,0.19,9.82,10.01,0.019,0.982,-0.009999999999999787,-0.09990009990009778
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,50,fully_filled,0.95,49.1,50.050000000000004,0.019,0.982,-0.05000000000000426,-0.0999000999001084
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,100,fully_filled,1.9,98.2,100.10000000000001,0.019,0.982,-0.10000000000000853,-0.0999000999001084
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,250,fully_filled,4.75,245.5,250.25,0.019,0.982,-0.25,-0.0999000999000999
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,500,fully_filled,9.5,491.0,500.5,0.019,0.982,-0.5,-0.0999000999000999
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,1000,fully_filled,19.0,982.0,1001.0,0.019,0.982,-1.0,-0.0999000999000999
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,10,not_fully_fillable,,,,,,,
Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,50,not_fully_fillable,,,,,,,
Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,100,not_fully_fillable,,,,,,,
Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,250,not_fully_fillable,,,,,,,
Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,500,not_fully_fillable,,,,,,,
Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,1000,not_fully_fillable,,,,,,,
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,10,fully_filled,0.05,9.97,10.020000000000001,0.005,0.9970000000000001,-0.02000000000000135,-0.19960079840320705
Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,50,fully_filled,0.25,49.85,50.1,0.005,0.997,-0.10000000000000142,-0.19960079840319644
Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,100,fully_filled,0.5,99.7,100.2,0.005,0.997,-0.20000000000000284,-0.19960079840319644
Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,250,fully_filled,1.25,249.25,250.5,0.005,0.997,-0.5,-0.19960079840319359
Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,500,fully_filled,2.5,498.5,501.0,0.005,0.997,-1.0,-0.19960079840319359
Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,1000,fully_filled,5.0,997.0,1002.0,0.005,0.997,-2.0,-0.19960079840319359
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,10,fully_filled,0.04,9.98,10.02,0.004,0.998,-0.019999999999999574,-0.19960079840318934
Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,50,fully_filled,0.2,49.9,50.1,0.004,0.998,-0.10000000000000142,-0.19960079840319644
Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,100,fully_filled,0.4,99.8,100.2,0.004,0.998,-0.20000000000000284,-0.19960079840319644
Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,250,fully_filled,1.0,249.5,250.5,0.004,0.998,-0.5,-0.19960079840319359
Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,500,fully_filled,2.0,499.25,501.25,0.004,0.9985,-1.25,-0.24937655860349126
Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,1000,fully_filled,4.0,998.75,1002.75,0.004,0.99875,-2.75,-0.2742458239840439
Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,10,not_fully_fillable,,,,,,,
Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,50,not_fully_fillable,,,,,,,
Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,100,not_fully_fillable,,,,,,,
Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,250,not_fully_fillable,,,,,,,
Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,500,not_fully_fillable,,,,,,,
Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,1000,not_fully_fillable,,,,,,,
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,10,fully_filled,0.05,9.96,10.010000000000002,0.005,0.9960000000000001,-0.010000000000001563,-0.09990009990011549
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.04999999999999716,-0.09990009990009421
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,100,fully_filled,0.5,99.6,100.1,0.005,0.996,-0.09999999999999432,-0.09990009990009421
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,250,fully_filled,1.25,249.0,250.25,0.005,0.996,-0.25,-0.0999000999000999
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,500,fully_filled,2.5,498.0,500.5,0.005,0.996,-0.5,-0.0999000999000999
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,1000,fully_filled,5.0,996.0,1001.0,0.005,0.996,-1.0,-0.0999000999000999
Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,10,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,50,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,100,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,250,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,500,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,1000,not_fully_fillable,,,,,,,
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,10,fully_filled,0.05,9.96,10.010000000000002,0.005,0.9960000000000001,-0.010000000000001563,-0.09990009990011549
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.04999999999999716,-0.09990009990009421
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,100,fully_filled,0.5327500000000001,99.6,100.13274999999999,0.005327500000000001,0.996,-0.13274999999998727,-0.1325740080043615
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,250,fully_filled,1.43275,249.0,250.43275,0.005731,0.996,-0.43274999999999864,-0.17280088167382207
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,500,fully_filled,2.9327500000000004,498.0,500.93275,0.005865500000000001,0.996,-0.9327499999999986,-0.18620263897698816
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,1000,fully_filled,5.9327499999999995,996.0,1001.93275,0.00593275,0.996,-1.9327500000000555,-0.1929021683341577
Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,10,not_fully_fillable,,,,,,,
Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,50,not_fully_fillable,,,,,,,
Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,100,not_fully_fillable,,,,,,,
Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,250,not_fully_fillable,,,,,,,
Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,500,not_fully_fillable,,,,,,,
Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,1000,not_fully_fillable,,,,,,,
Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,10,fully_filled,0.07900000000000001,9.94,10.019,0.0079,0.994,-0.019000000000000128,-0.18963968459926267
Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,50,fully_filled,0.399,49.7,50.099000000000004,0.007980000000000001,0.9940000000000001,-0.09900000000000375,-0.197608734705291
Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,100,fully_filled,0.799,99.4,100.19900000000001,0.00799,0.9940000000000001,-0.19900000000001228,-0.1986047764947876
Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,250,fully_filled,1.9989999999999999,248.5,250.499,0.007996,0.994,-0.4989999999999952,-0.19920239202551515
Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,500,fully_filled,3.999,497.18374,501.18274,0.007998,0.99436748,-1.1827400000000239,-0.23598977091669673
Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,1000,fully_filled,7.999,994.68374,1002.68274,0.007999,0.9946837399999999,-2.682739999999967,-0.26755621623645054
Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,10,not_fully_fillable,,,,,,,
Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,50,not_fully_fillable,,,,,,,
Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,100,not_fully_fillable,,,,,,,
Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,250,not_fully_fillable,,,,,,,
Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,500,not_fully_fillable,,,,,,,
Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,1000,not_fully_fillable,,,,,,,
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,10,fully_filled,0.12,9.89,10.01,0.012,0.9890000000000001,-0.009999999999999787,-0.09990009990009778
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,50,fully_filled,0.6,49.45,50.050000000000004,0.012,0.9890000000000001,-0.05000000000000426,-0.0999000999001084
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,100,fully_filled,1.2,99.02,100.22,0.012,0.9902,-0.21999999999999886,-0.21951706246258118
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,250,fully_filled,3.0,247.92978,250.92978,0.012,0.99171912,-0.9297799999999938,-0.3705339398137574
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,500,fully_filled,6.0,496.58361,502.58361,0.012,0.99316722,-2.5836100000000215,-0.5140657093851552
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,1000,fully_filled,12.0,994.91318,1006.91318,0.012,0.9949131800000001,-6.913180000000011,-0.6865716068986217
Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,10,not_fully_fillable,,,,,,,
Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,50,not_fully_fillable,,,,,,,
Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,100,not_fully_fillable,,,,,,,
Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,250,not_fully_fillable,,,,,,,
